sketcher,refiner,load_dir,gcd,finetune,baseline,use_backup,precision,recall,f1,executable_precision,executable_recall,executable_f1,executable_rate,parsing_errors_rate,execution_errors_rate
gpt-4o,llama-2-7b,outputs_2,True,False,False,False,0.7555980553140796,0.645320197044335,0.668424906823536,0.7543422333472396,0.6968085106382979,0.6967387680206732,0.9261083743842364,0.024630541871921183,0.04926108374384237
gpt-4o,llama-2-7b,outputs_3,True,False,False,False,0.7760783059305226,0.6551724137931034,0.6826914945985737,0.7742819499341238,0.7228260869565217,0.7203058017450626,0.9064039408866995,0.019704433497536946,0.07389162561576355
gpt-3.5-turbo,llama-2-7b,outputs_1,True,True,False,True,0.67251695348986,0.625615763546798,0.6188910329894829,0.6915465631929046,0.6036585365853658,0.5773464001380891,0.8078817733990148,0.04926108374384237,0.14285714285714285
gpt-3.5-turbo,llama-2-7b,outputs_2,True,True,False,True,0.6050913697760332,0.5517241379310345,0.5440534428576759,0.6513428092375461,0.5497076023391813,0.5255235533699691,0.8423645320197044,0.03940886699507389,0.11822660098522167
gpt-3.5-turbo,llama-2-7b,outputs_3,True,True,False,True,0.6194502235403478,0.5763546798029556,0.5691730519997271,0.6650161344163792,0.5755813953488372,0.5542057695225298,0.8472906403940886,0.03940886699507389,0.11330049261083744
gpt-3.5-turbo,llama-2-7b,outputs_1,True,True,False,False,0.6970095039060556,0.4876847290640394,0.5066424489271725,0.6915465631929046,0.6036585365853658,0.5773464001380891,0.8078817733990148,0.04926108374384237,0.14285714285714285
gpt-3.5-turbo,llama-2-7b,outputs_2,True,True,False,False,0.6513224050169863,0.4630541871921182,0.47785696371101083,0.6513428092375461,0.5497076023391813,0.5255235533699691,0.8423645320197044,0.03940886699507389,0.11822660098522167
gpt-3.5-turbo,llama-2-7b,outputs_3,True,True,False,False,0.6671930610224621,0.4876847290640394,0.5038282130263072,0.6650161344163792,0.5755813953488372,0.5542057695225298,0.8472906403940886,0.03940886699507389,0.11330049261083744
gpt-4o,llama-2-7b,outputs_1,True,True,False,True,0.80381051624894,0.7339901477832512,0.734805612817327,0.7910360145962241,0.7172774869109948,0.71573085165723,0.9408866995073891,0.014778325123152709,0.04433497536945813
gpt-4o,llama-2-7b,outputs_2,True,True,False,True,0.7778986261266357,0.729064039408867,0.730429851212588,0.7632214131607334,0.7135416666666666,0.7126687524120655,0.9458128078817734,0.0049261083743842365,0.04926108374384237
gpt-4o,llama-2-7b,outputs_3,True,True,False,True,0.7850005625645115,0.7339901477832512,0.7336500085198474,0.7776440490726205,0.7195767195767195,0.7171080202898259,0.9310344827586207,0.009852216748768473,0.059113300492610835
gpt-4o,llama-2-7b,outputs_1,True,True,False,False,0.7950141812210777,0.6748768472906403,0.6906598030425709,0.7910360145962241,0.7172774869109948,0.71573085165723,0.9408866995073891,0.014778325123152709,0.04433497536945813
gpt-4o,llama-2-7b,outputs_2,True,True,False,False,0.7673811004147223,0.6748768472906403,0.6896517136604392,0.7632214131607334,0.7135416666666666,0.7126687524120655,0.9458128078817734,0.0049261083743842365,0.04926108374384237
gpt-4o,llama-2-7b,outputs_3,True,True,False,False,0.7798045796567964,0.6699507389162561,0.6893479526378944,0.7776440490726205,0.7195767195767195,0.7171080202898259,0.9310344827586207,0.009852216748768473,0.059113300492610835
gpt-3.5-turbo,llama-2-7b,outputs_1,False,False,False,True,0.6694928162363977,0.6502463054187192,0.6482922482922483,0.7138487942263686,0.6433566433566433,0.6243998274073462,0.7044334975369458,0.21674876847290642,0.07881773399014778
gpt-3.5-turbo,llama-2-7b,outputs_2,False,False,False,True,0.6269244430469669,0.5911330049261084,0.5860574759631284,0.6893791517629023,0.5933333333333334,0.5692308312505039,0.7389162561576355,0.19704433497536947,0.06403940886699508
gpt-3.5-turbo,llama-2-7b,outputs_3,False,False,False,True,0.6440834886436576,0.6157635467980296,0.6109713713042723,0.7272370573586603,0.6308724832214765,0.6110501699042219,0.7339901477832512,0.1921182266009852,0.07389162561576355
gpt-3.5-turbo,llama-2-7b,outputs_1,False,False,False,False,0.7203137153227896,0.45320197044334976,0.5046417427369808,0.7138487942263686,0.6433566433566433,0.6243998274073462,0.7044334975369458,0.21674876847290642,0.07881773399014778
gpt-3.5-turbo,llama-2-7b,outputs_2,False,False,False,False,0.6948053092221682,0.43842364532019706,0.4751465881431131,0.6893791517629023,0.5933333333333334,0.5692308312505039,0.7389162561576355,0.19704433497536947,0.06403940886699508
gpt-3.5-turbo,llama-2-7b,outputs_3,False,False,False,False,0.7339227941091084,0.4630541871921182,0.5062378858708192,0.7272370573586603,0.6308724832214765,0.6110501699042219,0.7339901477832512,0.1921182266009852,0.07389162561576355
gpt-4o,llama-2-7b,outputs_1,False,False,False,True,0.7784974910518935,0.7339901477832512,0.7356681002078421,0.796839187068594,0.7318435754189944,0.7312144624198096,0.8817733990147784,0.10344827586206896,0.014778325123152709
gpt-4o,llama-2-7b,outputs_2,False,False,False,True,0.761052792262611,0.7241379310344828,0.7264211869602193,0.7608965716323377,0.7150837988826816,0.7148240772635904,0.8817733990147784,0.09359605911330049,0.024630541871921183
gpt-4o,llama-2-7b,outputs_3,False,False,False,True,0.7781815552032527,0.7389162561576355,0.7397382134876872,0.7761727443930834,0.7231638418079096,0.7205141743161121,0.8719211822660099,0.10344827586206896,0.024630541871921183
gpt-4o,llama-2-7b,outputs_1,False,False,False,False,0.7988775714380997,0.645320197044335,0.6824674334343538,0.796839187068594,0.7318435754189944,0.7312144624198096,0.8817733990147784,0.10344827586206896,0.014778325123152709
gpt-4o,llama-2-7b,outputs_2,False,False,False,False,0.7638456585862519,0.6305418719211823,0.66715936722718,0.7608965716323377,0.7150837988826816,0.7148240772635904,0.8817733990147784,0.09359605911330049,0.024630541871921183
gpt-4o,llama-2-7b,outputs_3,False,False,False,False,0.7785770264218541,0.6305418719211823,0.6683102741178966,0.7761727443930834,0.7231638418079096,0.7205141743161121,0.8719211822660099,0.10344827586206896,0.024630541871921183
gpt-3.5-turbo,llama-2-7b,outputs_1,False,True,False,True,0.6535933399739403,0.6354679802955665,0.6340478863896452,0.7082056044822003,0.6312056737588653,0.6109702973211264,0.6945812807881774,0.2315270935960591,0.07389162561576355
gpt-3.5-turbo,llama-2-7b,outputs_2,False,True,False,True,0.6414727425008541,0.6059113300492611,0.6010333981936415,0.7098404195960273,0.6066666666666667,0.5824382772217167,0.7389162561576355,0.21182266009852216,0.04926108374384237
gpt-3.5-turbo,llama-2-7b,outputs_3,False,True,False,True,0.6470627659930966,0.625615763546798,0.6231720077621717,0.7353221415607986,0.6458333333333334,0.6280598032242769,0.7093596059113301,0.23645320197044334,0.054187192118226604
gpt-3.5-turbo,llama-2-7b,outputs_1,False,True,False,False,0.7131684680945765,0.43842364532019706,0.4914835164835165,0.7082056044822003,0.6312056737588653,0.6109702973211264,0.6945812807881774,0.2315270935960591,0.07389162561576355
gpt-3.5-turbo,llama-2-7b,outputs_2,False,True,False,False,0.7154515031291406,0.4482758620689655,0.4861556278207727,0.7098404195960273,0.6066666666666667,0.5824382772217167,0.7389162561576355,0.21182266009852216,0.04926108374384237
gpt-3.5-turbo,llama-2-7b,outputs_3,False,True,False,False,0.7422259572832199,0.458128078817734,0.5111708815961495,0.7353221415607986,0.6458333333333334,0.6280598032242769,0.7093596059113301,0.23645320197044334,0.054187192118226604
gpt-4o,llama-2-7b,outputs_1,False,True,False,True,0.785284573701045,0.7389162561576355,0.7413768613146052,0.7964645864324932,0.7318435754189944,0.7314501418641371,0.8817733990147784,0.10344827586206896,0.014778325123152709
gpt-4o,llama-2-7b,outputs_2,False,True,False,True,0.767267955811615,0.729064039408867,0.7321511274713244,0.7675685588629841,0.7206703910614525,0.7213153221073989,0.8817733990147784,0.09852216748768473,0.019704433497536946
gpt-4o,llama-2-7b,outputs_3,False,True,False,True,0.7781815552032527,0.7389162561576355,0.7397382134876872,0.7761727443930834,0.7231638418079096,0.7205141743161121,0.8719211822660099,0.10837438423645321,0.019704433497536946
gpt-4o,llama-2-7b,outputs_1,False,True,False,False,0.7988775714380997,0.645320197044335,0.6824674334343538,0.7964645864324932,0.7318435754189944,0.7314501418641371,0.8817733990147784,0.10344827586206896,0.014778325123152709
gpt-4o,llama-2-7b,outputs_2,False,True,False,False,0.7709392546453651,0.6354679802955665,0.6729737902264532,0.7675685588629841,0.7206703910614525,0.7213153221073989,0.8817733990147784,0.09852216748768473,0.019704433497536946
gpt-4o,llama-2-7b,outputs_3,False,True,False,False,0.7785770264218541,0.6305418719211823,0.6683102741178966,0.7761727443930834,0.7231638418079096,0.7205141743161121,0.8719211822660099,0.10837438423645321,0.019704433497536946
gpt-3.5-turbo,llama-2-13b,outputs_1,True,False,False,True,0.6821890752925235,0.6354679802955665,0.6321135182015877,0.6974885622074053,0.60625,0.5857399425287356,0.7881773399014779,0.07881773399014778,0.1330049261083744
gpt-3.5-turbo,llama-2-13b,outputs_2,True,False,False,True,0.6302282342014056,0.5763546798029556,0.5688519420307308,0.7029869480639448,0.5808383233532934,0.5556529448883469,0.8226600985221675,0.06896551724137931,0.10837438423645321
gpt-3.5-turbo,llama-2-13b,outputs_3,True,False,False,True,0.6614520273664656,0.6108374384236454,0.6028088775118622,0.6877411924698109,0.5952380952380952,0.5714798771594216,0.8275862068965517,0.07881773399014778,0.09359605911330049
gpt-3.5-turbo,llama-2-13b,outputs_1,True,False,False,False,0.702976071091382,0.47783251231527096,0.5075910332144699,0.6974885622074053,0.60625,0.5857399425287356,0.7881773399014779,0.07881773399014778,0.1330049261083744
gpt-3.5-turbo,llama-2-13b,outputs_2,True,False,False,False,0.7033696011729681,0.47783251231527096,0.49767701261954134,0.7029869480639448,0.5808383233532934,0.5556529448883469,0.8226600985221675,0.06896551724137931,0.10837438423645321
gpt-3.5-turbo,llama-2-13b,outputs_3,True,False,False,False,0.6916291512480262,0.49261083743842365,0.5104998906985502,0.6877411924698109,0.5952380952380952,0.5714798771594216,0.8275862068965517,0.07881773399014778,0.09359605911330049
gpt-4o,llama-2-13b,outputs_1,True,False,False,True,0.8041705073633055,0.7339901477832512,0.7345046403396565,0.7909273511125363,0.7142857142857143,0.7132031347998509,0.9310344827586207,0.009852216748768473,0.059113300492610835
gpt-4o,llama-2-13b,outputs_2,True,False,False,True,0.7723648744502767,0.7192118226600985,0.7203819202099444,0.7579331254037703,0.7015706806282722,0.7015307330159212,0.9408866995073891,0.014778325123152709,0.04433497536945813
gpt-4o,llama-2-13b,outputs_3,True,False,False,True,0.787699996115484,0.7389162561576355,0.7389161794514689,0.7766762600143081,0.7189189189189189,0.7169735477546175,0.9113300492610837,0.014778325123152709,0.07389162561576355
gpt-4o,llama-2-13b,outputs_1,True,False,False,False,0.7923819475543614,0.6650246305418719,0.6857248322442576,0.7909273511125363,0.7142857142857143,0.7132031347998509,0.9310344827586207,0.009852216748768473,0.059113300492610835
gpt-4o,llama-2-13b,outputs_2,True,False,False,False,0.7594770664740532,0.6600985221674877,0.6786329511904468,0.7579331254037703,0.7015706806282722,0.7015307330159212,0.9408866995073891,0.014778325123152709,0.04433497536945813
gpt-4o,llama-2-13b,outputs_3,True,False,False,False,0.7779345382009801,0.6551724137931034,0.6818053560469882,0.7766762600143081,0.7189189189189189,0.7169735477546175,0.9113300492610837,0.014778325123152709,0.07389162561576355
gpt-3.5-turbo,llama-2-13b,outputs_1,True,True,False,True,0.6681206057740701,0.6157635467980296,0.6110688335503237,0.6964761550651121,0.5950920245398773,0.5698052084294982,0.8029556650246306,0.03940886699507389,0.15763546798029557
gpt-3.5-turbo,llama-2-13b,outputs_2,True,True,False,True,0.6272791248160707,0.5566502463054187,0.5457701695013166,0.6756922896785902,0.5517241379310345,0.5239931968382812,0.8571428571428571,0.029556650246305417,0.11330049261083744
gpt-3.5-turbo,llama-2-13b,outputs_3,True,True,False,True,0.6478960815095268,0.5911330049261084,0.5827592752583491,0.6948503063747448,0.5872093023255814,0.5643914886611516,0.8472906403940886,0.034482758620689655,0.11822660098522167
gpt-3.5-turbo,llama-2-13b,outputs_1,True,True,False,False,0.7024178271099454,0.47783251231527096,0.4983884199517109,0.6964761550651121,0.5950920245398773,0.5698052084294982,0.8029556650246306,0.03940886699507389,0.15763546798029557
gpt-3.5-turbo,llama-2-13b,outputs_2,True,True,False,False,0.676589276305335,0.4729064039408867,0.4798307568978173,0.6756922896785902,0.5517241379310345,0.5239931968382812,0.8571428571428571,0.029556650246305417,0.11330049261083744
gpt-3.5-turbo,llama-2-13b,outputs_3,True,True,False,False,0.6968507821809985,0.4975369458128079,0.5127119572207952,0.6948503063747448,0.5872093023255814,0.5643914886611516,0.8472906403940886,0.034482758620689655,0.11822660098522167
gpt-4o,llama-2-13b,outputs_1,True,True,False,True,0.7897243230731953,0.729064039408867,0.7305697874309273,0.7906100539734554,0.7165775401069518,0.7153235635351325,0.9211822660098522,0.029556650246305417,0.04926108374384237
gpt-4o,llama-2-13b,outputs_2,True,True,False,True,0.7640379912790065,0.7192118226600985,0.7199224714788489,0.7549718358048283,0.7052631578947368,0.7036025629836786,0.9359605911330049,0.024630541871921183,0.03940886699507389
gpt-4o,llama-2-13b,outputs_3,True,True,False,True,0.7856025135491798,0.7438423645320197,0.7443493158815948,0.7816756756756756,0.7297297297297297,0.7275844117949382,0.9113300492610837,0.024630541871921183,0.06403940886699508
gpt-4o,llama-2-13b,outputs_1,True,True,False,False,0.793262282226291,0.6600985221674877,0.6832031509188398,0.7906100539734554,0.7165775401069518,0.7153235635351325,0.9211822660098522,0.029556650246305417,0.04926108374384237
gpt-4o,llama-2-13b,outputs_2,True,True,False,False,0.7582148539311626,0.6600985221674877,0.6777631458668,0.7549718358048283,0.7052631578947368,0.7036025629836786,0.9359605911330049,0.024630541871921183,0.03940886699507389
gpt-4o,llama-2-13b,outputs_3,True,True,False,False,0.7845109078114004,0.6650246305418719,0.6910918121882886,0.7816756756756756,0.7297297297297297,0.7275844117949382,0.9113300492610837,0.024630541871921183,0.06403940886699508
gpt-3.5-turbo,llama-2-13b,outputs_1,False,False,False,True,0.6593140324510867,0.6403940886699507,0.6384373194586408,0.7200108865754916,0.6408450704225352,0.6200308738872715,0.6995073891625616,0.21674876847290642,0.08374384236453201
gpt-3.5-turbo,llama-2-13b,outputs_2,False,False,False,True,0.6327318725898848,0.6009852216748769,0.5974755364000073,0.6952599441580514,0.6054421768707483,0.5837369922502108,0.7241379310344828,0.20689655172413793,0.06896551724137931
gpt-3.5-turbo,llama-2-13b,outputs_3,False,False,False,True,0.6471616694752143,0.625615763546798,0.622999654825687,0.7317419422682581,0.6433566433566433,0.6250909450909451,0.7044334975369458,0.21182266009852216,0.08374384236453201
gpt-3.5-turbo,llama-2-13b,outputs_1,False,False,False,False,0.7259168035030105,0.4482758620689655,0.5012071672170195,0.7200108865754916,0.6408450704225352,0.6200308738872715,0.6995073891625616,0.21674876847290642,0.08374384236453201
gpt-3.5-turbo,llama-2-13b,outputs_2,False,False,False,False,0.7013629089478641,0.43842364532019706,0.4815419750591839,0.6952599441580514,0.6054421768707483,0.5837369922502108,0.7241379310344828,0.20689655172413793,0.06896551724137931
gpt-3.5-turbo,llama-2-13b,outputs_3,False,False,False,False,0.7396051705618727,0.45320197044334976,0.5056926588970323,0.7317419422682581,0.6433566433566433,0.6250909450909451,0.7044334975369458,0.21182266009852216,0.08374384236453201
gpt-4o,llama-2-13b,outputs_1,False,False,False,True,0.7784974910518935,0.7339901477832512,0.7356681002078421,0.796839187068594,0.7318435754189944,0.7312144624198096,0.8817733990147784,0.10344827586206896,0.014778325123152709
gpt-4o,llama-2-13b,outputs_2,False,False,False,True,0.7607528562962025,0.729064039408867,0.7309211690109224,0.7660084649394686,0.7247191011235955,0.7244493556814136,0.8768472906403941,0.09852216748768473,0.024630541871921183
gpt-4o,llama-2-13b,outputs_3,False,False,False,True,0.7842075379685884,0.7487684729064039,0.7499463681729691,0.7792078843142674,0.7314285714285714,0.7290233637562294,0.8620689655172413,0.10837438423645321,0.029556650246305417
gpt-4o,llama-2-13b,outputs_1,False,False,False,False,0.7988775714380997,0.645320197044335,0.6824674334343538,0.796839187068594,0.7318435754189944,0.7312144624198096,0.8817733990147784,0.10344827586206896,0.014778325123152709
gpt-4o,llama-2-13b,outputs_2,False,False,False,False,0.76949952394751,0.6354679802955665,0.67388964377684,0.7660084649394686,0.7247191011235955,0.7244493556814136,0.8768472906403941,0.09852216748768473,0.024630541871921183
gpt-4o,llama-2-13b,outputs_3,False,False,False,False,0.7829463273337081,0.6305418719211823,0.6712423114057622,0.7792078843142674,0.7314285714285714,0.7290233637562294,0.8620689655172413,0.10837438423645321,0.029556650246305417
gpt-3.5-turbo,llama-2-13b,outputs_1,False,True,False,True,0.6716884445186608,0.6502463054187192,0.6494053459044246,0.7143709939692463,0.6388888888888888,0.619345172337605,0.7093596059113301,0.22167487684729065,0.06896551724137931
gpt-3.5-turbo,llama-2-13b,outputs_2,False,True,False,True,0.6364714746486365,0.6009852216748769,0.5984154194399818,0.7122422309345029,0.6040268456375839,0.581842558598165,0.7339901477832512,0.18719211822660098,0.07881773399014778
gpt-3.5-turbo,llama-2-13b,outputs_3,False,True,False,True,0.6625567468366657,0.6354679802955665,0.6335401223163211,0.7312670763292876,0.6413793103448275,0.6222801248382431,0.7142857142857143,0.2019704433497537,0.08374384236453201
gpt-3.5-turbo,llama-2-13b,outputs_1,False,True,False,False,0.7207009240477801,0.45320197044334976,0.5048105904691089,0.7143709939692463,0.6388888888888888,0.619345172337605,0.7093596059113301,0.22167487684729065,0.06896551724137931
gpt-3.5-turbo,llama-2-13b,outputs_2,False,True,False,False,0.7150379077316598,0.4433497536945813,0.48606201101130103,0.7122422309345029,0.6040268456375839,0.581842558598165,0.7339901477832512,0.18719211822660098,0.07881773399014778
gpt-3.5-turbo,llama-2-13b,outputs_3,False,True,False,False,0.7392731995037617,0.458128078817734,0.5071909022609723,0.7312670763292876,0.6413793103448275,0.6222801248382431,0.7142857142857143,0.2019704433497537,0.08374384236453201
gpt-4o,llama-2-13b,outputs_1,False,True,False,True,0.785284573701045,0.7389162561576355,0.7413768613146052,0.7975159634756077,0.7318435754189944,0.7321516827156123,0.8817733990147784,0.10837438423645321,0.009852216748768473
gpt-4o,llama-2-13b,outputs_2,False,True,False,True,0.7639894867941331,0.7339901477832512,0.7359517029430165,0.7677129782812734,0.7288135593220338,0.7286110093659373,0.8719211822660099,0.10344827586206896,0.024630541871921183
gpt-4o,llama-2-13b,outputs_3,False,True,False,True,0.7842075379685884,0.7487684729064039,0.7499463681729691,0.7792078843142674,0.7314285714285714,0.7290233637562294,0.8620689655172413,0.10837438423645321,0.029556650246305417
gpt-4o,llama-2-13b,outputs_1,False,True,False,False,0.7980206231953006,0.645320197044335,0.6841129183451203,0.7975159634756077,0.7318435754189944,0.7321516827156123,0.8817733990147784,0.10837438423645321,0.009852216748768473
gpt-4o,llama-2-13b,outputs_2,False,True,False,False,0.7717731124279951,0.6354679802955665,0.6753674762891553,0.7677129782812734,0.7288135593220338,0.7286110093659373,0.8719211822660099,0.10344827586206896,0.024630541871921183
gpt-4o,llama-2-13b,outputs_3,False,True,False,False,0.7829463273337081,0.6305418719211823,0.6712423114057622,0.7792078843142674,0.7314285714285714,0.7290233637562294,0.8620689655172413,0.10837438423645321,0.029556650246305417
gpt-3.5-turbo,llama-3-8b,outputs_1,True,False,False,True,0.6695198557267523,0.625615763546798,0.6196464470154397,0.7035680231585355,0.6097560975609756,0.5849118700860279,0.8078817733990148,0.03940886699507389,0.15270935960591134
gpt-3.5-turbo,llama-3-8b,outputs_2,True,False,False,True,0.6068405469080131,0.5566502463054187,0.5456290020037203,0.6879103758378725,0.5697674418604651,0.545144367168762,0.8472906403940886,0.014778325123152709,0.13793103448275862
gpt-3.5-turbo,llama-3-8b,outputs_3,True,False,False,True,0.6468918480192034,0.6009852216748769,0.5926072806089292,0.6860291124446839,0.5988372093023255,0.5771177747803315,0.8472906403940886,0.04433497536945813,0.10837438423645321
gpt-3.5-turbo,llama-3-8b,outputs_1,True,False,False,False,0.7080503470886261,0.49261083743842365,0.5155701281113165,0.7035680231585355,0.6097560975609756,0.5849118700860279,0.8078817733990148,0.03940886699507389,0.15270935960591134
gpt-3.5-turbo,llama-3-8b,outputs_2,True,False,False,False,0.6823641923612946,0.4827586206896552,0.5007895666448614,0.6879103758378725,0.5697674418604651,0.545144367168762,0.8472906403940886,0.014778325123152709,0.13793103448275862
gpt-3.5-turbo,llama-3-8b,outputs_3,True,False,False,False,0.6914976648966797,0.5073891625615764,0.5218841323187348,0.6860291124446839,0.5988372093023255,0.5771177747803315,0.8472906403940886,0.04433497536945813,0.10837438423645321
gpt-4o,llama-3-8b,outputs_1,True,False,False,True,0.7800364562148808,0.7192118226600985,0.7207964937234096,0.7831709527009142,0.708994708994709,0.7086040288903361,0.9310344827586207,0.0,0.06896551724137931
gpt-4o,llama-3-8b,outputs_2,True,False,False,True,0.7375807366084783,0.6896551724137931,0.6923044831829382,0.7377316778907791,0.680628272251309,0.6815609371109425,0.9408866995073891,0.009852216748768473,0.04926108374384237
gpt-4o,llama-3-8b,outputs_3,True,False,False,True,0.7673380056268951,0.7241379310344828,0.7238748142443432,0.7667456122958979,0.7127659574468085,0.7107032345751867,0.9261083743842364,0.0049261083743842365,0.06896551724137931
gpt-4o,llama-3-8b,outputs_1,True,False,False,False,0.7841841860817803,0.6600985221674877,0.6815905359008808,0.7831709527009142,0.708994708994709,0.7086040288903361,0.9310344827586207,0.0,0.06896551724137931
gpt-4o,llama-3-8b,outputs_2,True,False,False,False,0.7392355068953662,0.6403940886699507,0.6592869816931461,0.7377316778907791,0.680628272251309,0.6815609371109425,0.9408866995073891,0.009852216748768473,0.04926108374384237
gpt-4o,llama-3-8b,outputs_3,True,False,False,False,0.7670235728296099,0.6600985221674877,0.682073814747574,0.7667456122958979,0.7127659574468085,0.7107032345751867,0.9261083743842364,0.0049261083743842365,0.06896551724137931
gpt-3.5-turbo,llama-3-8b,outputs_1,True,True,False,True,0.6584017011282669,0.6206896551724138,0.618394334633753,0.7147060630535996,0.6129032258064516,0.5919734002216649,0.7635467980295566,0.10837438423645321,0.12807881773399016
gpt-3.5-turbo,llama-3-8b,outputs_2,True,True,False,True,0.6360262725779968,0.5960591133004927,0.5937939960738037,0.6979833268033607,0.5961538461538461,0.5736742087125719,0.7684729064039408,0.09359605911330049,0.13793103448275862
gpt-3.5-turbo,llama-3-8b,outputs_3,True,True,False,True,0.6562210744197918,0.6206896551724138,0.6188807970675129,0.7089730179415819,0.6178343949044586,0.6010538653406998,0.7733990147783252,0.11822660098522167,0.10837438423645321
gpt-3.5-turbo,llama-3-8b,outputs_1,True,True,False,False,0.7168669612064674,0.46798029556650245,0.5065697608753323,0.7147060630535996,0.6129032258064516,0.5919734002216649,0.7635467980295566,0.10837438423645321,0.12807881773399016
gpt-3.5-turbo,llama-3-8b,outputs_2,True,True,False,False,0.7017362650229579,0.458128078817734,0.4918301031183841,0.6979833268033607,0.5961538461538461,0.5736742087125719,0.7684729064039408,0.09359605911330049,0.13793103448275862
gpt-3.5-turbo,llama-3-8b,outputs_3,True,True,False,False,0.7148488330357072,0.47783251231527096,0.5156461163277931,0.7089730179415819,0.6178343949044586,0.6010538653406998,0.7733990147783252,0.11822660098522167,0.10837438423645321
gpt-4o,llama-3-8b,outputs_1,True,True,False,True,0.7818625823784296,0.7241379310344828,0.7260001412964593,0.7794958227806722,0.7096774193548387,0.7085962023143686,0.916256157635468,0.04433497536945813,0.03940886699507389
gpt-4o,llama-3-8b,outputs_2,True,True,False,True,0.7633750732270344,0.7192118226600985,0.7215097235320206,0.7405134388871413,0.6951871657754011,0.6949717940656954,0.9211822660098522,0.029556650246305417,0.04926108374384237
gpt-4o,llama-3-8b,outputs_3,True,True,False,True,0.7810972545864423,0.7438423645320197,0.7445375262358648,0.7729576347843328,0.726775956284153,0.7246507337548008,0.9014778325123153,0.029556650246305417,0.06896551724137931
gpt-4o,llama-3-8b,outputs_1,True,True,False,False,0.782490909294045,0.6502463054187192,0.6746703602539789,0.7794958227806722,0.7096774193548387,0.7085962023143686,0.916256157635468,0.04433497536945813,0.03940886699507389
gpt-4o,llama-3-8b,outputs_2,True,True,False,False,0.7452770533500757,0.6403940886699507,0.6629824460171453,0.7405134388871413,0.6951871657754011,0.6949717940656954,0.9211822660098522,0.029556650246305417,0.04926108374384237
gpt-4o,llama-3-8b,outputs_3,True,True,False,False,0.7763591479284654,0.6551724137931034,0.6840592249826242,0.7729576347843328,0.726775956284153,0.7246507337548008,0.9014778325123153,0.029556650246305417,0.06896551724137931
gpt-3.5-turbo,llama-3-8b,outputs_1,False,False,False,True,0.6500633313457879,0.6305418719211823,0.629092560127043,0.7060507671633667,0.6267605633802817,0.6066515383126955,0.6995073891625616,0.22167487684729065,0.07881773399014778
gpt-3.5-turbo,llama-3-8b,outputs_2,False,False,False,True,0.6307497143890258,0.5960591133004927,0.5912098763083985,0.6935294117647058,0.6,0.577682570593963,0.7389162561576355,0.21182266009852216,0.04926108374384237
gpt-3.5-turbo,llama-3-8b,outputs_3,False,False,False,True,0.6544555693151497,0.6354679802955665,0.6323374166319711,0.7330321769206584,0.6551724137931034,0.6377701701839633,0.7142857142857143,0.22167487684729065,0.06403940886699508
